09-05 13:37:16.699 I/OPENHU  ( 4470): [2] MainActivity.logLaunchSource | App launched by third party: android-app://com.android.shell (action: null)
09-05 13:37:16.962 I/OPENHU  ( 4470): [2] UsbDeviceDiagnostics.logDeviceList | UsbDiagnostics: USB list sees 0 USB device(s), 0 usable for Android Auto
09-05 13:37:16.962 I/OPENHU  ( 4470): [2] UsbDeviceDiagnostics.logDeviceList | UsbDiagnostics: nothing is on the bus. Either the port carries no data, the unit is not in USB host mode, or a wireless adapter is waiting for its phone before it presents itself.
09-05 13:37:17.188 I/OPENHU  ( 4470): [2] HomeFragment.onResume | HomeFragment: onResume. isConnected=false
09-05 13:37:18.002 I/OPENHU  ( 4470): [2] AapService.onCreate | AapService creating...
09-05 13:37:18.030 I/OPENHU  ( 4470): [2] BluetoothHelper.logAddressSourceDump | BluetoothHelper: == Bluetooth address source dump ==
09-05 13:37:18.035 I/OPENHU  ( 4470): [2] BluetoothHelper.logAddressSourceDump | BluetoothHelper:   adapter.address                      = 02:00:00:00:00:00
09-05 13:37:18.036 I/OPENHU  ( 4470): [2] BluetoothHelper.logAddressSourceDump | BluetoothHelper:   getAddress() reflection              = 02:00:00:00:00:00
09-05 13:37:18.036 I/OPENHU  ( 4470): [2] BluetoothHelper.logAddressSourceDump | BluetoothHelper:   Settings.Secure bluetooth_address    = null
09-05 13:37:18.037 I/OPENHU  ( 4470): [2] BluetoothHelper.logAddressSourceDump | BluetoothHelper:   property persist.sys.bt.mac          = null
09-05 13:37:18.038 I/OPENHU  ( 4470): [2] BluetoothHelper.logAddressSourceDump | BluetoothHelper:   property persist.sys.btmac           = null
09-05 13:37:18.038 I/OPENHU  ( 4470): [2] BluetoothHelper.logAddressSourceDump | BluetoothHelper:   property persist.vendor.bt.mac       = null
09-05 13:37:18.039 I/OPENHU  ( 4470): [2] BluetoothHelper.logAddressSourceDump | BluetoothHelper:   property sys.bt.mac                  = null
09-05 13:37:18.040 I/OPENHU  ( 4470): [2] BluetoothHelper.logAddressSourceDump | BluetoothHelper:   property persist.sys.bluetooth.mac   = null
09-05 13:37:18.040 I/OPENHU  ( 4470): [2] BluetoothHelper.logAddressSourceDump | BluetoothHelper:   property ro.boot.btmacaddr           = null
09-05 13:37:18.041 I/OPENHU  ( 4470): [2] BluetoothHelper.logAddressSourceDump | BluetoothHelper:   property vendor.bt.bdaddr            = null
09-05 13:37:18.042 I/OPENHU  ( 4470): [2] BluetoothHelper.logAddressSourceDump | BluetoothHelper:   property persist.zj.BTmac            = null
09-05 13:37:18.042 I/OPENHU  ( 4470): [2] BluetoothHelper.logAddressSourceDump | BluetoothHelper:   property persist.zlink.carplay.mac   = null
09-05 13:37:18.043 I/OPENHU  ( 4470): [2] BluetoothHelper.logAddressSourceDump | BluetoothHelper:   property sys.bt.bdaddr               = null
09-05 13:37:18.043 I/OPENHU  ( 4470): [2] BluetoothHelper.logAddressSourceDump | BluetoothHelper: == end Bluetooth address source dump ==
09-05 13:37:18.044 W/OPENHU  ( 4470): [2] BluetoothHelper.logAddressSourceDump | BluetoothHelper: no source named this unit's Bluetooth address. Read it under Settings/About/Status, or off the paired phone under the gear beside this device, and enter it under Wireless connection. Without it the phone is not told where to connect hands-free and no setup QR can be drawn.
09-05 13:37:18.073 I/OPENHU  ( 4470): [2] AapService.registerReceivers | Registered runtime MEDIA_BUTTON receiver
09-05 13:37:18.076 I/OPENHU  ( 4470): [2] AapService.registerReceivers | Registered dynamic WiFi Auto-start receiver
